"cut","clarity","table","x","z"
"Premium","SI1",60,6.37,3.93
"Premium","SI1",60,6.51,3.89
"Premium","SI1",62,6.33,3.79
"Very Good","VS2",58,6.34,4
"Good","VS1",64,6.39,3.9
"Premium","SI1",60,6.35,3.97
"Premium","SI1",59,7.07,4.32
"Ideal","SI2",55,6.98,4.42
"Premium","SI1",61,6.8,3.98
"Very Good","VS2",61,6.67,4.11
"Premium","VS2",58,6.69,4.14
"Very Good","VS2",54,6.61,4.14
"Fair","VVS2",59,6.21,3.62
"Ideal","SI1",55,6.68,4.13
"Premium","SI1",57,6.84,4.16
"Ideal","SI1",57,6.3,3.96
"Ideal","SI1",58,6.41,3.94
"Ideal","SI1",55,6.92,4.18
"Ideal","SI2",55,6.73,4.18
"Premium","SI1",56,6.55,4.02
"Very Good","SI2",60,6.7,4.23
"Good","VS2",56,6.28,3.99
"Premium","VS2",59,6.57,4
"Ideal","SI2",60,6.98,4.1
"Very Good","VS2",59,6.39,4.03
"Premium","SI1",56,7.07,4.37
"Very Good","SI1",57,6.55,4.1
"Ideal","SI1",56,6.43,3.99
"Very Good","VS1",58,6.37,3.83
"Good","SI1",60,6.71,3.93
"Ideal","VS1",55,6.43,4.05
"Ideal","SI2",55,6.74,4.21
"Premium","SI1",62,6.62,3.99
"Very Good","SI2",57,7.06,4.31
"Very Good","SI2",57,6.98,4.42
"Ideal","SI1",56,6.96,4.22
"Ideal","VS2",62,6.83,4.09
"Premium","SI1",59,6.94,4.24
"Very Good","SI2",57,6.87,4.25
"Very Good","VS1",60,6.43,3.97
"Very Good","SI1",59,6.84,4.17
"Ideal","VS2",56,6.15,3.78
"Good","SI1",58,6.75,4.27
"Very Good","SI1",61,6.35,4.01
"Premium","SI1",58,6.42,3.92
"Premium","SI1",58,6.41,4.01
"Premium","SI1",56,6.53,4.02
"Very Good","VS2",59,6.29,3.91
"Good","VS1",58,6.6,4.29
"Very Good","SI2",57,6.8,4.36
"Ideal","SI2",56,6.58,4.06
"Ideal","VS2",54,4.64,2.88
"Ideal","VS2",57,4.28,2.65
"Ideal","VS1",56,4.26,2.66
"Good","VS2",64,4.52,2.57
"Ideal","VS1",57,4.16,2.55
"Premium","VS2",57,4.15,2.56
"Ideal","VS2",55.9,4.45,2.75
"Ideal","VS1",55,4.76,2.97
"Ideal","SI2",57,6.93,4.2
"Very Good","SI1",58,6.48,4
"Ideal","VS2",56.1,6.94,4.29
"Premium","SI1",55,6.91,4.24
"Ideal","SI1",53,6.47,4.02
"Good","VS2",65,7.18,4.23
"Premium","SI2",58,6.97,4.38
"Very Good","VS2",56,6.48,4.08
"Fair","I1",56,7.46,4.8
"Premium","SI2",59,7.14,4.17
"Premium","SI2",58,6.93,4.32
"Premium","SI1",60,6.43,4.03
"Very Good","SI2",60,6.93,4.09
"Premium","SI1",60,6.85,4.18
"Premium","SI2",58,7.54,4.74
"Fair","SI1",58,6.35,4.1
"Fair","VS2",58,6.98,4.48
"Very Good","SI1",57,6.28,3.98
"Fair","SI1",57,6.14,3.87
"Ideal","SI2",57,7.46,4.42
"Ideal","VS2",58,6.52,4.16
"Ideal","SI2",58,6.75,4.1
"Premium","VS1",58,6.88,4.29
"Ideal","SI1",55,6.3,3.98
"Premium","SI1",58,6.83,4.25
"Premium","SI1",60,6.81,3.95
"Good","VS2",59,6.38,4.05
"Very Good","VS2",58,6.33,3.98
"Premium","VS2",62,6.41,3.96
"Very Good","SI1",56,6.34,3.99
"Good","SI1",56,6.33,4.06
"Good","I1",60,7.3,4.63
"Ideal","VS1",55,6.86,4.22
"Premium","VS2",57,6.68,4.12
"Ideal","SI1",56,6.69,4.15
"Very Good","VVS2",57,6.14,3.84
"Ideal","SI1",57,6.52,3.95
"Ideal","SI1",57,6.51,4.05
"Premium","SI1",56,6.63,3.91
"Premium","SI1",60,6.56,3.87
"Premium","SI1",60,6.53,3.98
"Very Good","SI1",59,6.56,3.92
"Ideal","SI1",56,6.52,4.02
"Premium","VS1",58,7.03,4.28
"Very Good","VVS2",57,6.86,4.22
"Very Good","SI1",60,6.63,3.98
"Ideal","VS1",56,6.38,3.89
"Good","VS1",63,6.43,3.88
"Ideal","SI2",56,6.92,4.32
"Very Good","SI1",57,6.34,3.98
"Very Good","SI1",59,6.75,4.18
"Very Good","SI1",55,6.76,4.24
"Ideal","VS1",57,6.92,4.31
"Very Good","SI1",59,6.74,4.13
"Fair","SI1",58,6.23,4.12
"Very Good","SI1",58,6.32,4.02
"Premium","SI1",59,6.45,3.97
"Very Good","SI1",59,6.46,4.04
"Ideal","SI1",55,6.8,4.24
"Ideal","SI2",55,6.87,4.25
"Premium","SI2",60,7.02,4.2
"Premium","SI2",57,6.89,4.24
"Fair","I1",58,7.71,5.17
"Very Good","SI2",60,6.78,4.2
"Premium","SI1",59,6.87,4.17
"Very Good","SI1",58,6.86,4.27
"Premium","VS2",59,6.76,4.13
"Very Good","SI1",56,6.34,4.06
"Very Good","VS2",55,6.39,4.02
"Premium","SI1",62,6.44,3.95
"Very Good","VS2",56,6.27,3.99
"Ideal","SI1",55,6.39,3.98
"Very Good","SI2",54,6.39,4.02
"Ideal","SI1",56,6.62,4.01
"Ideal","VS2",57,6.79,4.23
"Ideal","VS1",55.7,4.63,2.89
"Premium","SI2",58,4.56,2.84
"Premium","VS2",62,4.41,2.59
"Very Good","VS1",59,4.27,2.67
"Ideal","VS2",56,4.31,2.64
"Good","VS1",58,4.23,2.69
"Ideal","VS1",57,4.27,2.68
"Good","SI1",58,6.43,4.08
"Premium","SI1",56,6.49,4.05
"Premium","SI2",57,6.8,4.25
"Premium","SI1",60,6.57,3.85
"Very Good","SI2",59,6.97,4.23
"Premium","SI1",59,6.7,4.01
"Premium","SI1",58,6.95,4.18
"Very Good","SI1",59,6.49,3.86
"Premium","SI1",61,6.78,4.13
"Ideal","SI2",57,6.83,4.18
"Good","VS2",58,6.25,3.97
"Premium","SI1",62,6.54,3.86
"Premium","SI1",60,6.46,4.03
"Ideal","SI1",55,7.03,4.33
"Premium","VS2",56,6.73,4.13
"Premium","VS2",58,6.59,4.1
"Ideal","VS2",54,6.64,4.09
"Ideal","VS2",57,6.74,4.22
"Premium","VS1",58,6.76,4.2
"Premium","SI1",58,6.89,4.29
"Premium","VS2",58,6.42,4.03
"Ideal","SI2",55,6.74,4.23
"Premium","SI2",59,7.11,4.28
"Premium","SI1",55,6.79,4.2
"Premium","VS1",61,6.91,4.12
"Premium","SI1",59,6.47,3.94
"Ideal","SI1",60,6.56,3.9
"Very Good","SI1",57,6.53,4.1
"Ideal","SI1",56,6.39,4.02
"Very Good","VS1",58,6.11,3.86
"Ideal","IF",55,6.25,3.92
"Very Good","VS1",56,7.04,4.39
"Very Good","VS2",56,6.29,3.96
"Very Good","VS2",60,6.46,3.89
"Premium","VS1",57,6.98,4.36
"Premium","SI1",56,6.89,4.23
"Ideal","SI2",56,7.05,4.43
"Ideal","SI1",56,6.87,4.17
"Ideal","VS1",57,6.95,4.15
"Good","VS2",61,6.51,3.88
"Good","SI1",58,6.46,4.1
"Ideal","VVS2",54,6.47,4.03
"Ideal","SI1",56,6.61,4.08
"Very Good","SI1",56,6.54,3.99
"Very Good","SI1",57,6.88,4.39
"Premium","SI1",58,6.62,4.14
"Ideal","SI1",56,6.5,3.95
"Premium","SI1",58,6.37,3.93
"Very Good","VS2",56,6.41,3.97
"Premium","VS2",58,7.08,4.41
"Good","SI1",58,6.72,4.27
"Premium","SI2",58,6.95,4.18
"Premium","VS2",58,6.63,4.14
"Very Good","VS2",59,6.95,4.2
"Very Good","VS2",56,6.59,3.99
"Good","VS1",56,6.37,4.06
"Good","SI2",62,6.65,4.24
"Ideal","VS1",57,6.58,4.09
"Premium","SI1",59,6.72,4.21
"Ideal","VS2",57,6.93,4.33
"Ideal","SI1",56,6.84,4.26
"Very Good","SI2",59,6.7,4.19
"Very Good","VS2",61,6.46,3.98
"Premium","SI1",56,6.76,4.22
"Ideal","SI1",55,6.51,4
"Ideal","SI1",56,6.73,4.18
"Premium","VS2",58,6.75,4.1
"Very Good","VS2",61,6.38,4.01
"Ideal","SI1",57,6.99,4.19
"Very Good","I1",61,7.34,4.44
"Premium","SI1",59,6.79,4.09
"Premium","VS2",59,6.52,4.05
"Ideal","SI2",54.5,6.81,4.25
"Very Good","SI1",55,6.75,4.26
"Ideal","SI1",56,6.56,4.08
"Good","VVS2",55,4.24,2.71
"Ideal","VVS2",56,4.33,2.67
"Very Good","VS1",59,4.24,2.65
"Very Good","VS1",59,4.23,2.67
"Very Good","VS1",62,4.3,2.6
"Very Good","VS1",57,4.25,2.68
"Good","VVS2",57,4.21,2.68
"Premium","VS2",60,4.22,2.64
"Premium","VS1",60,6.84,3.99
"Very Good","SI1",60,6.67,4.09
"Ideal","SI2",55,6.87,4.26
"Premium","VS2",59,6.56,4.05
"Premium","SI1",60,7,4.13
"Ideal","SI2",57,6.87,4.13
"Very Good","VS2",58,6.32,3.77
"Premium","VS2",59,6.45,4.05
"Ideal","SI1",56,6.68,4.15
"Ideal","VS2",56,6.68,4.13
"Premium","VS2",61,7.09,4.16
"Very Good","SI1",61,6.34,3.98
"Ideal","VS2",56,6.74,4.22
"Good","SI2",62,7.55,4.31
"Very Good","VS2",55,6.82,4.29
"Ideal","SI1",55,6.62,3.98
"Very Good","SI1",57,6.42,4.05
"Ideal","VVS2",56,5.82,3.58
"Ideal","VS2",55,6.43,4
"Premium","SI2",58,6.77,4.21
"Very Good","VS2",58,6.91,4.34
"Premium","SI1",56,6.76,4.18
"Fair","VS1",67,6.47,3.79
"Premium","SI1",56,6.65,3.89
"Ideal","SI1",57,6.91,4.27
"Very Good","SI2",58,6.99,4.21
"Premium","VS1",59,6.71,4.03
"Ideal","SI1",57,6.78,4.11
"Good","VS1",61,6.23,4.02
"Premium","VS2",59,6.38,3.94
"Premium","VS2",55,6.38,4
"Premium","VS2",59,6.55,3.92
"Very Good","VS1",58,6.85,4.21
"Very Good","SI1",57,6.76,4.23
"Very Good","SI1",60,6.74,4.24
"Good","SI1",59,6.4,4.06
"Ideal","SI1",57,6.71,3.93
"Premium","SI1",61,6.52,3.96
"Ideal","VS2",57,6.8,4.17
"Premium","SI1",58,6.43,3.93
"Ideal","VS1",57,6.4,4
"Premium","SI1",60,6.62,3.93
"Premium","VS2",60,6.3,3.73
"Very Good","SI2",58,6.38,4.06
"Ideal","VS1",59,6.95,4.27
"Very Good","VS2",57,6.53,3.94
"Ideal","VS2",56,6.37,3.98
"Ideal","VS2",56,6.64,4.08
"Premium","SI2",60,6.8,4.24
"Ideal","SI2",57,6.95,4.27
"Premium","SI1",59,6.38,3.99
"Premium","VS2",55,6.5,4.02
"Very Good","VS2",60,6.46,3.9
"Ideal","SI2",54,6.79,4.2
"Very Good","VS2",56,6.38,4.02
"Premium","VS2",58,6.9,4.25
"Ideal","VS2",57,6.55,4.06
"Ideal","SI1",55,6.75,4.18
"Ideal","SI1",57,6.62,1.07
"Ideal","SI1",56,6.76,4.18
"Premium","VVS2",59,6.49,3.97
"Ideal","SI1",57,6.46,4.06
"Good","VS2",57,6.71,4.25
"Good","SI1",56,7.21,4.6
"Fair","SI2",57,7.18,4.7
"Very Good","VS2",58,6.4,3.96
"Fair","SI2",57,7.13,4.75
"Premium","SI2",59,6.83,4.2
"Very Good","SI2",58,6.83,4.18
"Ideal","SI1",56,6.61,4.08
"Premium","SI2",58,7.02,4.2
"Premium","VS2",57,6.92,4.28
"Premium","SI1",56,6.7,4
"Very Good","VS2",59,6.3,3.97
"Very Good","SI1",56,6.39,4.03
"Premium","VS1",58,4.29,2.64
"Premium","VS1",60,4.29,2.66
"Ideal","VS2",55,4.3,2.64
"Ideal","VS1",56,4.29,2.68
"Good","VS1",54,4.25,2.72
"Very Good","VS1",58,4.32,2.66
"Ideal","VVS2",55,4.3,2.66
"Premium","VS2",58,6.77,4.23
"Ideal","SI2",55.4,6.89,4.29
"Good","VS1",54,6.66,4.27
"Ideal","SI2",55,7,4.28
"Premium","VS2",60,6.74,4.14
"Ideal","SI1",57,6.85,4.28
"Premium","SI1",60,6.4,3.97
"Ideal","SI1",56,6.54,3.96
"Good","VS1",59,6.85,4.33
"Good","VS2",57,6.24,4
"Ideal","SI1",54,6.52,4.1
"Ideal","VS2",56,6.42,4
"Premium","SI1",61,6.84,4.19
"Ideal","SI2",57,6.72,4.21
"Premium","SI2",59,7.02,4.22
"Premium","SI1",59,6.5,4.04
"Premium","VS1",58,6.64,4.11
"Very Good","VS2",56,6.76,4.23
"Premium","VS1",59,6.61,4.1
"Ideal","VS1",57,7.01,4.35
"Very Good","VS2",58,6.45,3.98
"Premium","VS1",58,6.66,3.98
"Premium","VS2",59,6.45,4.02
"Premium","SI2",59,7.03,4.14
"Ideal","SI1",57,6.41,3.97
"Ideal","SI1",56,6.47,4.02
"Ideal","VVS2",57,6.91,4.23
"Premium","SI1",55,6.77,4.25
"Very Good","VS1",57,6.38,4.04
"Good","I1",64,7.48,4.28
"Premium","SI2",60,6.94,4.11
"Premium","VS2",59,6.97,4.23
"Very Good","VS2",60,6.78,4.19
"Very Good","VS2",57,6.48,4.09
"Good","VVS2",57,6.35,4.03
"Good","VS2",59,6.32,4.03
"Ideal","VS2",57,6.21,3.86
"Ideal","SI1",56,6.24,3.87
"Ideal","VS2",55,6.51,4.03
"Very Good","VS1",57,6.38,4.01
"Premium","SI2",58,7.03,4.34
"Ideal","SI2",56,6.99,4.25
"Premium","VS2",61,6.39,3.99
"Very Good","VS2",59,6.52,3.88
"Premium","VS1",60,6.51,3.91
"Very Good","SI1",55,6.64,4.01
"Good","VS2",56,6.18,4.06
"Ideal","SI2",56,6.85,4.21
"Good","SI2",61,7.52,4.35
"Premium","SI2",58,7.42,4.61
"Premium","VS1",58,6.84,4.2
"Ideal","SI1",55,6.84,4.18
"Ideal","VS2",57,6.16,3.85
"Very Good","SI1",59,6.66,4.18
"Ideal","VS2",59,6.52,3.96
"Premium","VS1",56,6.8,4.25
"Premium","VS2",60,6.76,3.99
"Good","I1",57.7,7.56,4.71
"Premium","SI1",58,6.72,4.22
"Very Good","VS2",55,6.65,4.02
"Good","VS2",61,6.31,3.94
"Good","SI2",61,7.01,4.15
"Premium","SI1",58,6.8,4.05
"Very Good","VS2",60,6.52,3.82
"Premium","VS2",62,6.6,3.85
"Very Good","VS2",62,6.98,4.09
"Ideal","VS2",57,6.55,4.06
"Fair","VS2",61,6.06,4.16
"Ideal","SI1",55,6.7,4.08
"Ideal","SI2",56,6.96,4.29
"Good","SI1",57,7.21,4.59
"Very Good","SI1",56,6.39,4.03
"Premium","VS2",57,6.73,4.18
"Premium","VS2",60,6.55,3.87
"Ideal","VS1",54,7.17,4.43
"Premium","VS1",59,4.28,2.67
"Ideal","VS2",55,4.31,2.67
"Very Good","VS2",55,4.27,2.7
"Good","VS1",59,4.25,2.69
"Very Good","VVS2",58,4.34,2.65
"Ideal","VS1",56,4.37,2.63
"Premium","VVS2",60,4.29,2.62
"Premium","VS2",58,4.29,2.65
"Ideal","VS2",55,6.92,4.23
"Premium","VS1",60,6.77,4.17
"Very Good","VS2",54,6.48,3.95
"Good","VS1",57,6.34,4.06
"Fair","SI1",58,6.9,4.45
"Very Good","SI2",60,6.72,4.11
"Very Good","I1",53.6,7.28,4.57
"Good","VS1",57,6.33,4
"Premium","SI1",60,6.37,3.96
"Ideal","VVS2",55,6.51,4.06
"Ideal","SI1",56,6.75,4.13
"Premium","VS2",59,6.42,4.02
"Ideal","SI1",57,6.34,3.99
"Ideal","SI1",56,6.69,4.12
"Premium","VS1",56,6.65,4.07
"Fair","SI2",62,6.9,4.34
"Good","VS2",59,6.34,4.02
"Ideal","SI1",54,6.74,4.19
"Very Good","SI2",55,6.74,4.25
"Fair","SI2",57,7.02,4.63
"Very Good","SI2",56,7.02,4.38
"Ideal","SI2",56,7.28,4.54
"Good","I1",58,8.03,5.15
"Premium","VS2",62,7.16,4.32
"Very Good","VS2",54,6.49,4.06
"Ideal","SI1",56,6.92,4.31
"Very Good","VS2",60,6.53,4.1
"Ideal","SI1",57,7,4.32
"Premium","VS2",59,6.45,3.98
"Good","VS2",59,6.36,4.03
"Good","VS2",58,6.28,4.02
"Ideal","SI2",56,6.92,4.21
"Ideal","VS1",55,6.83,4.26
"Very Good","VS2",57,6.4,3.95
"Ideal","SI2",57,6.87,4.23
"Very Good","VS2",60,6.36,4
"Very Good","VS2",59,6.4,4.03
"Ideal","VS2",55,6.49,4.01
"Premium","VS2",54,6.5,3.99
"Ideal","VS2",55,6.64,4.12
"Good","SI2",62,7.33,4.73
"Good","VS2",57,6.11,4.13
"Premium","VS1",62,6.38,3.94
"Premium","VS1",58,6.64,3.7
"Premium","SI2",59,7.03,4.27
"Premium","SI2",55,6.9,4.29
"Premium","VS2",58,6.49,4.01
"Ideal","SI1",56,7.1,4.39
"Very Good","VS1",59,6.39,3.98
"Very Good","SI1",57,6.71,4.23
"Fair","SI2",58,7.16,4.64
"Premium","SI1",56,6.8,4.26
"Very Good","SI1",56,6.3,4.03
"Ideal","VS2",61,6.45,3.91
"Premium","SI2",57,7.28,4.57
"Ideal","SI1",55,6.68,4.15
"Ideal","VS2",57,6.73,4.23
"Very Good","SI1",58,6.66,3.93
"Very Good","SI2",58,6.93,4.38
"Premium","SI1",58,7.03,4.35
"Ideal","SI1",57,6.74,4.08
"Ideal","VS2",57,6.65,3.95
"Premium","VS2",57,6.51,4.03
"Very Good","SI2",58,7,4.4
"Premium","I1",57,8.23,5.06
"Very Good","VS1",58,6.42,4
"Very Good","VS2",59,6.39,4
"Fair","SI2",57,7.14,4.7
"Ideal","SI1",56,6.44,4.03
"Very Good","VS2",59,6.38,3.97
"Very Good","VS2",57,6.39,3.96
"Premium","VS2",58,6.45,3.98
"Good","VS2",55,6.17,4.07
"Premium","SI1",60,7.08,4.22
"Good","SI1",61,6.91,4.2
"Ideal","VS1",56,4.28,2.65
"Ideal","VS2",56,4.32,2.64
"Ideal","VS2",55,4.26,2.66
"Ideal","VS1",56,4.77,2.93
"Very Good","VS1",60,4.66,2.82
"Ideal","SI1",56,4.6,2.84
"Very Good","VVS1",57,4.24,2.62
"Very Good","VS2",62,6.56,3.93
"Very Good","VS2",57,6.52,4.05
"Very Good","SI1",56,6.63,3.98
"Premium","VS2",59,6.66,3.92
"Ideal","VS2",53,6.5,4.02
"Premium","SI2",60,6.82,4.24
"Premium","SI1",58,6.74,3.98
"Good","VS2",60,6.35,4.07
"Good","VS2",58,6.3,4.01
"Very Good","VS2",57,6.46,4.01
"Good","VS1",62,6.33,3.96
"Premium","SI1",58,6.83,4.21
"Premium","VS2",58,6.8,4.16
"Good","VVS1",60,6.3,4.02
"Premium","VS2",59,6.44,4.02
"Ideal","VVS1",60,6.92,4.26
"Very Good","VS2",57,6.75,4.26
"Very Good","SI1",60,6.71,4.18
"Ideal","SI1",57,6.41,4
"Very Good","SI1",56,6.75,4.21
"Very Good","SI1",58,6.49,3.92
"Premium","VS2",56,6.81,4.25
"Ideal","SI1",57,7.11,4.41
"Premium","VS2",59,7.54,4.46
"Very Good","VS2",59,6.34,3.97
"Premium","VS2",60,6.95,4.23
"Premium","VVS2",57,6.38,3.98
"Premium","VS2",59,6.67,3.98
"Fair","SI2",59,7.12,4.75
"Very Good","VS2",58,6.64,4
"Premium","VS2",59,6.38,3.99
"Good","SI2",64,7.57,4.39
"Very Good","VS2",59,6.68,3.95
"Very Good","VS2",58,6.37,4.04
"Good","VS2",58,6.33,3.97
"Good","SI2",62,7.41,4.73
"Premium","SI2",60,7.28,4.49
"Ideal","SI2",56,7,4.35
"Premium","SI2",60,6.83,4.24
"Very Good","VS2",55,6.48,4.09
"Premium","SI2",60,7.04,4.31
"Premium","SI2",58,6.81,4.2
"Premium","VS1",59,6.48,3.96
"Ideal","VS2",56,6.43,3.97
"Ideal","SI2",56,6.74,4.12
"Good","SI1",57,7.32,4.67
"Good","VS2",58,6.33,3.97
"Ideal","SI1",57,6.52,4.04
"Premium","SI1",58,6.81,4.23
"Fair","SI2",59,7.2,4.62
"Ideal","VS1",56.6,6.43,4.02
"Premium","SI1",59,6.84,4.01
"Very Good","VS2",59,6.49,3.88
"Ideal","SI1",53,6.49,4.07
"Premium","SI1",60,7.01,4.18
"Ideal","VS2",56,6.42,3.96
"Very Good","SI2",59,6.96,4.31
"Premium","SI2",60,7.45,4.48
"Fair","VS2",58,6.57,3.79
"Premium","VS2",56,6.43,3.99
"Good","VS2",61,6.42,3.91
"Premium","VS2",59,6.38,3.91
"Premium","VS2",62,6.29,3.94
"Good","VS2",62,6.56,3.76
"Premium","VS2",59,6.45,3.84
"Good","SI1",58,6.43,3.92
"Premium","VS2",62,6.62,3.93
"Ideal","VS1",60,6.89,4.17
"Premium","SI1",60,6.9,4.18
"Premium","VS2",60,6.67,4.01
"Ideal","VS2",59,6.43,4.01
"Very Good","VS2",61,6.48,3.86
"Good","VS2",58,6.3,3.9
"Very Good","VS2",56,6.29,4.02
"Very Good","VS2",57,6.88,4.32
"Ideal","VVS2",54,4.33,2.64
"Ideal","VVS1",55,4.25,2.66
"Ideal","IF",57,4.3,2.62
"Very Good","VVS2",56,4.01,2.48
"Very Good","VVS2",54,3.96,2.48
"Very Good","VVS1",55,3.98,2.49
"Premium","SI2",58,4.58,2.85
"Ideal","VS1",56,4.36,2.67
"Ideal","VS2",55,6.49,4.05
"Very Good","VS2",57,6.36,4.05
"Fair","SI2",59,7.21,4.63
"Very Good","SI2",57,6.94,4.38
"Ideal","VS2",58,6.44,3.92
"Premium","VS2",59,6.47,4.02
"Ideal","SI1",56,6.48,4.02
"Very Good","SI2",58,7.12,4.34
"Ideal","SI1",55,6.73,4.17
"Premium","VS2",58,6.41,4.02
"Very Good","SI1",58,6.93,4.33
"Ideal","I1",55,7.12,4.38
"Premium","SI2",58,7.38,4.55
"Ideal","VS1",57,6.66,4.13
"Ideal","SI1",55,6.72,4.18
"Very Good","SI1",57,7.16,4.49
"Ideal","VS1",57,6.47,3.97
"Premium","SI1",60,7.05,4.16
"Premium","SI1",58,6.82,4.11
"Ideal","VS2",57,6.63,4.11
"Very Good","SI1",58,6.78,4.27
"Ideal","VS1",57,6.84,4.23
"Good","SI2",63,7.22,4.14
"Fair","I1",56,8,5.29
"Ideal","VS2",56,6.54,3.94
"Ideal","VS1",58,6.88,4.29
"Ideal","VS2",56,6.56,3.96
"Ideal","VS1",57,7.06,4.37
"Premium","VS2",60,6.35,3.99
"Premium","VS1",58,6.47,3.92
"Ideal","VS2",57,6.93,4.34
"Ideal","VS2",57,6.39,3.98
"Ideal","VS2",57,6.49,4.03
"Premium","VS2",59,7.36,4.57
"Premium","VS2",59,6.54,3.94
"Ideal","SI1",56,6.53,3.95
"Ideal","SI2",56,6.66,4.16
"Good","VS1",59,6.3,4.02
"Premium","SI2",58,7.47,4.69
"Premium","SI2",58,6.85,4.2
"Premium","VS2",60,6.35,3.97
"Premium","SI1",59,6.63,4.03
"Premium","VS1",60,6.52,3.92
"Premium","VS2",58,6.89,4.19
"Very Good","VS2",55,6.5,4.11
"Ideal","VS2",57,6.51,3.95
"Ideal","VS1",56,6.26,3.85
"Good","I1",55.6,7.34,4.59
"Good","SI2",55,7.15,4.68
"Premium","SI1",60,6.7,4.09
"Good","SI2",58,7.3,4.64
"Ideal","SI1",57,6.77,4.16
"Premium","VVS2",58,6.48,3.98
"Ideal","SI1",56,6.97,4.33
"Very Good","VS2",59,6.44,3.83
"Ideal","SI2",57,7.68,4.66
"Ideal","VVS1",54,6.92,4.15
"Fair","VS1",67,0,0
"Ideal","SI2",57,7.39,4.55
"Premium","VS2",58,6.6,4.14
"Ideal","SI1",56,6.87,4.25
"Good","VS1",60,6.18,4
"Ideal","VS2",56,6.55,4.02
"Ideal","VS1",57,6.86,4.32
"Premium","SI2",56,6.84,4.26
"Good","VS2",59,6.4,4.07
"Very Good","VS2",57,6.41,3.92
"Very Good","VS2",60,6.51,3.8
"Premium","VS2",58,6.56,4.07
"Ideal","SI2",56,7.07,4.42
"Ideal","VS2",56,6.52,4.11
"Very Good","VS2",57,6.64,3.93
"Very Good","VS2",60,6.42,3.97
"Good","VS1",63,6.5,3.84
"Ideal","VS2",57,6.67,4.03
"Ideal","VS1",56,4.37,2.66
"Premium","VS1",59,4.32,2.62
"Premium","VS1",58,4.32,2.65
"Premium","VS1",53,4.31,2.7
"Good","VS1",58,4.25,2.7
"Ideal","VS2",57,4.37,2.64
"Premium","VS2",59,4.31,2.67
"Good","VS1",61,6.33,4.01
"Premium","VS2",59,6.68,3.99
"Ideal","VS2",57,6.38,3.93
"Premium","VS2",60,6.37,3.97
"Premium","VS2",59,6.73,4.19
"Ideal","VS2",55,6.43,4.04
"Ideal","VS2",56,6.87,4.31
"Good","SI2",58,7.25,4.59
"Ideal","SI1",56,6.96,4.35
"Ideal","SI1",56,6.49,4.07
"Ideal","SI1",57,7.07,4.38
"Premium","SI1",57,6.94,4.29
"Premium","I1",60,7.59,4.73
"Very Good","VS1",58,6.46,3.86
"Ideal","SI1",56,6.96,4.23
"Premium","SI1",58,6.79,4.27
"Premium","VS1",58,6.27,3.83
"Premium","VS2",58,7.1,4.28
"Premium","SI2",57,7.34,4.53
"Good","VS2",58,6.39,4.06
"Premium","SI1",60,6.82,4.15
"Ideal","VS2",58,6.37,3.96
"Ideal","SI1",58,6.78,4.22
"Premium","SI1",60,6.87,4.19
"Very Good","VS1",63,6.65,4
"Ideal","SI1",55,6.87,4.29
"Ideal","VS2",57,6.5,4.03
"Premium","SI2",58,7.31,4.51
"Ideal","VS1",54,6.82,4.26
"Good","VS2",60,6.29,3.99
"Very Good","SI1",59,6.64,4.17
"Very Good","VVS2",55,6.08,3.8
"Good","VS2",56,6.73,4.22
"Premium","SI1",55,6.74,4.08
"Premium","VVS2",61,6.47,3.92
"Ideal","VS2",55,6.55,4.11
"Premium","VS2",58,6.59,4.08
"Good","I1",58,7.52,4.77
"Ideal","SI2",57,7.03,4.27
"Very Good","VS2",58,6.47,4
"Ideal","VS1",59,6.66,4.02
"Ideal","SI2",57,7.05,4.4
"Ideal","SI2",57,6.96,4.34
"Ideal","VS2",56,6.52,4.05
"Premium","VS2",60,6.39,4
"Premium","SI1",59,6.92,4.21
"Very Good","VS2",56,7.06,4.44
"Very Good","VVS2",57.8,6.7,4.01
"Good","VS1",58,6.34,4.02
"Premium","VS1",59,6.38,3.99
"Very Good","VS2",57,6.69,4.13
"Ideal","VS2",55,7.08,4.34
"Ideal","VS1",57,6.44,3.97
"Ideal","VS2",57,6.43,3.97
"Premium","VS2",59,7.04,4.32
"Good","VS1",60,6.29,4.04
"Ideal","SI1",56,6.94,4.25
"Ideal","SI1",55,6.76,4.23
"Very Good","I1",55,9.23,5.77
"Very Good","VS2",60,6.33,4
"Good","VS2",62,6.55,3.88
"Ideal","SI2",56,6.85,4.27
"Very Good","VS2",58,6.36,3.97
"Good","SI1",56,7.09,4.6
"Very Good","SI1",60,6.71,4.24
"Premium","VS1",59,6.55,3.9
"Premium","SI2",58,7.13,4.32
"Very Good","SI2",61,6.99,4.12
"Ideal","VS2",55,6.62,4.11
"Fair","I1",57,7.84,5.14
"Premium","VS2",60,6.4,3.97
"Premium","VS2",59,6.41,4
"Very Good","SI1",56,6.75,4.19
"Ideal","VS1",54,6.69,4.09
"Ideal","SI1",57,6.52,4.1
"Very Good","VS2",58,4.27,2.7
"Premium","VS2",58,4.28,2.66
"Premium","VS2",61,4.32,2.63
"Premium","SI1",58,4.47,2.7
"Premium","VVS1",60,4.41,2.74
"Ideal","SI1",56,4.44,2.73
"Ideal","VVS1",57,4.2,2.6
"Very Good","VVS1",61,4.29,2.56
"Ideal","SI1",56,6.84,4.27
"Premium","SI1",59,6.75,4.18
